,Country,Order ID,Total Cost,Total Profit
6282,France,290988194,1022136.08,773213.52
6283,Romania,779584968,1414345.43,933855.77
6284,South Korea,286841714,445554.36,294188.04
6285,Laos,834682261,3604960.65,565422.0
6286,France,465342938,664940.82,399832.06
6287,Turkmenistan,891372573,680057.77,514442.13
6288,Greenland,745632493,2946330.51,462118.8
6289,Maldives,531296527,9023.68,3142.64
6290,Azerbaijan,371851003,2061873.9,1361402.1
6291,Cuba,461094748,824103.07,623407.83
6292,India,613139092,123265.22,19333.6
6293,Costa Rica,712407863,42717.16,14876.93
6294,Israel,263637387,2520740.64,831301.68
6295,Pakistan,641876494,2295650.08,552091.25
6296,Kiribati,142486512,214212.6,94726.8
6297,Palau,731141269,351375.36,720005.76
6298,Niger,393827092,101629.92,57511.02
6299,Romania,786842811,21645.76,7538.48
6300,Botswana,486799752,362379.36,205065.66
6301,Trinidad and Tobago,840621745,731774.4,414101.4
6302,Switzerland,115545117,119169.12,67436.22
6303,Comoros,249118697,273807.27,134879.58
6304,Saint Kitts and Nevis ,999203813,309871.56,137028.08
6305,South Korea,393974292,164971.52,338044.32
6306,Honduras,581916463,84577.92,47861.52
6307,Greece,181829154,2239925.98,351322.4
6308,Somalia,132823693,691404.54,415744.82
6309,Belize,544323909,623226.24,352675.44
6310,Barbados,246066129,1393015.7,919772.3
6311,Nigeria,838099181,93385.11,64834.51
6312,Swaziland,840784394,39035.72,13594.81
6313,Grenada,644795596,2159569.33,1425907.87
6314,The Gambia,261119115,1562953.68,939811.44
6315,Canada,671053779,486228.6,215014.8
6316,Solomon Islands,676210916,2357917.68,777605.16
6317,The Bahamas,948514354,624196.3,472184.7
6318,Guatemala,880200421,3544786.8,555984.0
6319,Senegal,833817946,2159685.44,519392.5
6320,Fiji,792228257,618414.93,429347.13
6321,Sao Tome and Principe,808605182,110996.48,227443.68
6322,Ukraine,556435048,11158.29,5496.66
6323,Oman,679516685,774716.86,511525.54
6324,Afghanistan,541961419,412670.94,182486.92
6325,Sudan,478193080,619597.02,430167.82
6326,Sudan,442947995,2556476.9,400972.0
6327,Cambodia,461274993,11953.04,5888.16
6328,India,178535401,528071.12,82825.6
6329,South Korea,210403048,472150.69,311748.91
6330,Thailand,792864263,2629524.64,632386.25
6331,Benin,432217872,275477.76,165646.08
6332,Tonga,855075204,1680856.21,263634.8
6333,Kenya,258360087,304251.78,211232.98
6334,Saint Vincent and the Grenadines,959308850,307154.98,151306.92
6335,Belize,845470321,1161369.94,383002.03
6336,Macedonia,124705827,117873.6,52124.8
6337,Portugal,875189197,1787220.71,1180055.69
6338,Sao Tome and Principe,295406758,43450.68,15132.39
6339,Turkmenistan,154157340,1185606.54,712910.82
6340,Eritrea,940552270,2415526.09,1594909.51
6341,Switzerland,514015376,723686.88,409524.78
6342,Afghanistan,854282987,9917.25,4385.5
6343,Ghana,411403930,16746.4,5832.2
6344,Germany,855739533,109025.07,75692.87
6345,Czech Republic,327963626,32868.6,14534.8
6346,Kiribati,189062535,1753777.8,1157974.2
6347,Sierra Leone,970335090,92144.64,188814.24
6348,Burkina Faso,123392617,1822661.12,438340.0
6349,Croatia,570158946,88235.19,39018.42
6350,Nicaragua,352870404,276233.17,182389.63
6351,Sao Tome and Principe,284075820,181514.01,80267.18
6352,Philippines,796636521,475920.45,74646.0
6353,Swaziland,593726336,904230.24,543717.92
6354,Panama,698831593,275078.87,135505.98
6355,Taiwan,405751121,1534895.76,922940.08
6356,Indonesia,428596246,254.32,125.28
6357,Poland,651790797,56993.12,19848.76
6358,France,580071103,1745041.65,273702.0
6359,Maldives,688485991,49540.28,17253.19
6360,Sudan,172396790,175472.64,359562.24
6361,Luxembourg,997477328,2394867.52,575952.5
6362,Israel,249713933,32918.44,11464.37
6363,Turkmenistan,485405433,62847.03,27791.54
6364,Kyrgyzstan,281163156,672473.76,161726.25
6365,Egypt,983910930,5007308.56,1651333.72
6366,Antigua and Barbuda ,860885083,352990.26,245070.66
6367,Cape Verde,949634444,1788010.7,1180577.3
6368,Papua New Guinea,108020341,142228.46,70062.84
6369,Uzbekistan,864216601,886749.36,615643.76
6370,Sao Tome and Principe,866709554,237534.88,117011.52
6371,Bahrain,534298026,65836.88,22928.74
6372,Brunei,806093347,4919364.06,1622330.97
6373,Republic of the Congo,891519343,523630.8,231554.4
6374,Slovenia,520312345,76381.2,53029.2
6375,Nauru,392521178,732375.48,440380.84
6376,El Salvador,828507173,90961.92,186390.72
6377,Croatia,418944156,1879499.6,619830.2
6378,South Sudan,974818456,4673119.46,1541123.27
6379,Romania,777428901,3690151.22,1216955.39
6380,Uzbekistan,428386819,4217528.64,1014292.5
6381,Estonia,599616038,306969.6,629013.6
6382,Macedonia,683352887,56467.2,19665.6
6383,Singapore,142146193,1120327.68,175718.4
6384,India,758857285,50514.31,24883.74
6385,Kuwait,786659991,2377343.24,1569698.36
6386,Ukraine,799040639,18933.12,6593.76
6387,Armenia,539798057,3565521.3,1175854.35
6388,Burundi,273043572,3105700.04,487115.2
6389,Belarus,333201014,13987.6,6890.4
6390,Cuba,675006711,265160.39,130620.06
6391,Liechtenstein,423509490,2479911.04,596405.0
6392,Sweden,124070680,375177.18,260474.38
6393,Indonesia,392364108,4259525.44,1024392.5
6394,Brunei,564376103,150138.56,36107.5
6395,Sierra Leone,946405494,202782.24,121933.92
6396,Uganda,565063607,211549.11,93548.98
6397,Mozambique,317274272,717353.28,405940.68
6398,Pakistan,720273816,619027.86,372224.38
6399,Mongolia,561611068,747614.5,117260.0
6400,Andorra,949147355,150118.83,66383.94
6401,Malaysia,361056506,318073.14,220828.74
6402,Honduras,495824849,141338.34,69624.36
6403,Romania,422251212,215685.96,149744.36
6404,Kazakhstan,629446923,3247927.52,781108.75
6405,Israel,776835811,482947.22,318877.58
6406,Guatemala,144154202,662606.91,460028.31
6407,Luxembourg,781450927,427858.5,189203.0
6408,Grenada,759087312,5070588.64,1219448.75
6409,Belize,917737185,435338.94,192510.92
6410,Dominica,818386876,4051641.28,974397.5
6411,Denmark,992335212,1520284.16,365620.0
6412,Germany,691193521,300231.68,615206.88
6413,Nicaragua,136885631,619231.2,350414.7
6414,Papua New Guinea,971647870,59616.84,26363.12
6415,Nicaragua,408029067,25763.16,8972.43
6416,Democratic Republic of the Congo,678890550,274355.2,562183.2
6417,Guinea,487406146,504564.3,303396.9
6418,Bahrain,857062184,253441.44,143419.14
6419,Republic of the Congo,181657493,1407235.52,929161.28
6420,Philippines,975303399,1471987.84,354005.0
6421,Latvia,422423732,1797463.04,432280.0
6422,Costa Rica,727754819,435112.26,192410.68
6423,Tuvalu,566345489,279155.1,193809.1
6424,Tanzania,933557069,2406046.21,1588650.19
6425,Australia,195063388,16926.32,5894.86
6426,Grenada,836850774,155514.24,88003.44
6427,Seychelles ,915218055,583275.95,385122.05
6428,Switzerland,806776559,230355.37,174256.53
6429,Eritrea,958450114,198661.12,407077.92
6430,Angola,537475049,1540953.72,926582.76
6431,Eritrea,581400191,4066051.14,1340921.43
6432,Germany,848086869,3467885.76,834007.5
6433,Andorra,265708911,2113486.58,1395480.62
6434,Algeria,982752645,1896239.33,1252037.87
6435,India,718016898,1582876.63,1045132.57
6436,Rwanda,410613000,3050996.54,478535.2
6437,Australia,169964778,295250.7,130562.6
6438,Serbia,625808560,539215.05,238445.9
6439,Turkmenistan,678193175,40881.94,20138.76
6440,Iceland,647479951,1344422.56,323326.25
6441,Myanmar,924342715,218686.65,151827.65
6442,Kyrgyzstan,619767796,108693.06,48065.08
6443,Portugal,715054023,1471446.6,884787.8
6444,France,911812722,2363369.92,568377.5
6445,Iraq,981967723,2475512.04,816385.98
6446,Belarus,317755353,2560884.25,1690885.75
6447,Macedonia,181724441,184755.2,378583.2
6448,Israel,556736314,340551.68,697826.88
6449,Grenada,595964801,4062030.82,1339595.59
6450,Cuba,872896230,295572.48,605659.68
6451,Luxembourg,231329429,2295650.08,552091.25
6452,Andorra,735375726,1444299.96,476308.02
6453,Ghana,919458949,3613262.6,1191598.7
6454,Estonia,738315427,1020037.93,159988.4
6455,Rwanda,216993987,257407.78,194720.82
6456,Kazakhstan,800855958,68715.6,23931.3
6457,Malaysia,405575168,240332.4,118389.6
6458,New Zealand,167137944,492292.29,217696.22
6459,Thailand,391843116,461413.4,349044.6
6460,Sudan,106302011,582886.08,329847.48
6461,Fiji,207438457,1642563.76,257628.8
6462,Seychelles ,312488782,8511.6,2964.3
6463,Angola,109001815,278476.38,123144.84
6464,Lebanon,704838883,3188113.76,1051391.12
6465,Ethiopia,578173816,1675970.9,552709.55
6466,Norway,527492940,205649.92,421398.72
6467,Senegal,521595084,41996.64,23765.34
6468,Lithuania,149591577,616502.88,348870.78
6469,East Timor,870906245,335677.44,687839.04
6470,Thailand,165275418,52066.08,18132.84
6471,Tajikistan,982747924,925273.68,556371.44
6472,Zambia,493685090,625159.76,206168.12
6473,South Africa,438760745,251458.9,123870.6
6474,Belgium,378961217,60401.0,29754.0
6475,Senegal,845585334,3331396.16,801182.5
6476,Singapore,190244424,582679.44,404537.04
6477,Vanuatu,434862315,29603.76,10309.98
6478,Iceland,521675336,1100719.4,726776.6
6479,Russia,363232314,862866.48,652731.12
6480,Luxembourg,392394578,834994.3,631646.7
6481,Chad,212335956,996177.39,657750.21
6482,The Gambia,846542775,1542229.08,927349.64
6483,Iceland,688813865,1525862.96,239324.8
6484,Qatar,453260552,2297554.25,1517015.75
6485,Liechtenstein,924306666,62289.92,127638.72
6486,Seychelles ,706688535,132464.64,271434.24
6487,Palau,275454986,1058349.24,349027.38
6488,Palau,625967347,3268017.62,1077742.19
6489,Slovenia,123899447,314163.15,218114.15
6490,Mongolia,355237615,88348.53,39068.54
6491,Trinidad and Tobago,276280677,628195.68,355487.58
6492,China,263639962,183682.62,90483.48
6493,Ireland,764239299,676897.32,407021.56
6494,Namibia,945315015,835548.0,472825.5
6495,Sao Tome and Principe,944415938,228961.74,158961.34
6496,Mauritania,519403398,490320.46,323745.94
6497,Serbia,398451220,1103761.75,834960.75
6498,Ukraine,930045735,3173.52,1403.36
6499,Nauru,732985770,512208.69,355611.29
6500,Equatorial Guinea,746382653,24798.92,3889.6
6501,Jordan,179660212,154255.36,316085.76
6502,Greenland,562554776,153882.54,116407.26
6503,Iceland,795115172,35096.16,17288.64
6504,Libya,297702729,39499.36,13756.28
6505,East Timor,360991275,1104669.35,729384.65
6506,Bosnia and Herzegovina,995967137,3850964.02,1269988.99
6507,United Kingdom,483929145,1547379.67,242699.6
6508,Nicaragua,326488626,232006.98,102595.64
6509,Mongolia,295569407,2216703.94,731035.03
6510,Qatar,683407819,401455.95,278718.95
6511,Liberia,952552688,2511.96,874.83
6512,Liechtenstein,185865342,19353.6,39657.6
6513,Malaysia,236519610,138589.44,33330.0
6514,Comoros,778001821,2509796.58,393650.4
6515,Grenada,654110801,434372.61,301572.01
6516,Marshall Islands,128957879,56912.94,34222.02
6517,Belgium,436966884,3550947.64,1171048.18
6518,Algeria,632874143,34371.54,23863.14
6519,Georgia,741728484,445738.32,268024.56
6520,Saint Lucia,408891236,4650095.68,1118322.5
6521,Iran,250036227,7423.77,3282.86
6522,Papua New Guinea,501149785,6771.27,3335.58
6523,Norway,568530738,5109960.64,1228917.5
6524,East Timor,378790414,123301.08,85604.28
6525,Philippines,828852641,433736.1,301130.1
6526,Barbados,635953748,854820.54,281906.73
6527,Bosnia and Herzegovina,387642562,87988.32,49791.42
6528,Israel,291780412,100551.77,49532.58
6529,Serbia,626541125,43575.24,15175.77
6530,Finland,390411031,5555.2,11383.2
6531,Croatia,452188956,91578.72,40496.96
6532,Niger,400986230,3497741.79,548605.2
6533,Cote d'Ivoire,796226680,8387.87,1315.6
6534,Comoros,917646634,80563.98,55933.18
6535,Tanzania,115294921,3610247.36,1190604.32
6536,Albania,959532868,1567866.82,1035221.98
6537,Somalia,691034305,114753.66,79670.06
6538,Maldives,670785558,521817.36,230752.48
6539,Netherlands,530085456,1065259.49,167081.2
6540,Zimbabwe,420545327,1991564.79,1314978.81
6541,Monaco,564089000,169281.75,83389.5
6542,Rwanda,802952802,42094.08,23820.48
6543,Ireland,149685561,1089922.87,719647.93
6544,Azerbaijan,837148606,348759.04,714644.64
6545,Chad,668515765,2744656.94,430487.2
6546,Macedonia,667273366,897660.96,623219.36
6547,Nepal,127220237,980433.0,589539.0
6548,Macedonia,662467706,909944.7,688344.3
6549,Romania,357439601,288793.68,200500.88
6550,Morocco,516872251,747857.2,493790.8
6551,Bangladesh,715814483,499708.37,378013.53
6552,Nepal,149627625,3671570.24,882992.5
6553,Thailand,783985507,430011.96,190155.28
6554,Jamaica,604874455,263402.16,116478.88
6555,Switzerland,368593299,136299.52,279292.32
6556,El Salvador,451753365,432825.3,260259.9
6557,Mongolia,401278483,2215491.75,347490.0
6558,Kyrgyzstan,284404981,59340.96,33580.26
6559,Cambodia,238681685,18433.1,12170.9
6560,Czech Republic,921969926,28574.84,21615.96
6561,Ethiopia,362443530,27334.0,9519.5
6562,Kiribati,708588826,1589196.55,1049305.45
6563,Marshall Islands,579204642,474894.6,210002.8
6564,Cape Verde,913402307,175436.8,359488.8
6565,Vatican City,920605647,764025.64,577961.16
6566,Saint Vincent and the Grenadines,330550992,607928.16,344018.46
6567,Burkina Faso,743287169,27998.32,9750.86
6568,Singapore,679175508,180041.4,124997.4
6569,Mozambique,528889834,63041.2,21955.1
6570,Haiti,303416478,207684.07,102306.78
6571,Saint Kitts and Nevis ,984054267,16469.6,5735.8
6572,Papua New Guinea,472414529,1085969.04,652998.32
6573,North Korea,340421092,223197.59,109948.86
6574,Pakistan,880310285,1121166.74,369743.63
6575,Qatar,654630935,276445.84,136179.36
6576,Burundi,546244370,149508.37,73648.98
6577,Guatemala,608324420,2923502.24,703086.25
6578,Togo,514357411,4537229.28,1091178.75
6579,Senegal,908142173,4359792.8,1048506.25
6580,Angola,253790032,351925.85,55198.0
6581,Togo,685724818,6528.48,3694.38
6582,Indonesia,358682858,7494.36,2610.03
6583,Australia,197712981,1039418.4,625007.2
6584,Bulgaria,748176515,32686.08,66977.28
6585,Finland,825747287,3058941.92,735658.75
6586,Japan,666411626,1773852.16,278220.8
6587,Niger,576468360,275078.87,135505.98
6588,India,482528817,1571084.1,944700.3
6589,Denmark,381516826,4284723.52,1030452.5
6590,Czech Republic,790668714,481747.14,334462.74
6591,Bangladesh,497533309,1545.81,1073.21
6592,Saudi Arabia,609971940,1631050.72,392258.75
6593,Andorra,506158435,380057.28,228530.24
6594,Belgium,984579122,244655.84,120519.36
6595,Niger,214032828,3110388.0,748031.25
6596,Cyprus,483630883,41388.52,14414.21
6597,Dominican Republic,552797114,1997472.8,480381.25
6598,Germany,601267850,417827.91,184767.38
6599,Djibouti,879091918,615961.41,96610.8
6600,Chad,356630647,135761.92,278190.72
6601,Botswana,774557864,1233751.38,741860.54
6602,Zimbabwe,793859899,3515611.6,551408.0
6603,Philippines,945835578,93936.64,192486.24
6604,Lesotho,482096230,215833.73,163271.37
6605,Fiji,524565684,340408.32,697533.12
6606,Iceland,915480268,955886.4,540923.4
6607,France,667388808,2117688.64,509292.5
6608,Samoa ,213152635,1989748.64,312083.2
6609,Guinea,955945575,514581.34,389264.46
6610,Vietnam,319253957,311320.8,176172.3
6611,South Sudan,296876609,623652.14,205670.93
6612,Botswana,702924859,2617763.53,1728441.67
6613,El Salvador,521822535,906314.29,685598.01
6614,Jamaica,158305966,183070.72,375131.52
6615,Singapore,987423980,342379.52,701572.32
6616,Austria,404537904,55467.3,38509.3
6617,Mozambique,375321567,772708.74,464633.42
6618,Qatar,685761296,30894.08,63305.28
6619,Moldova ,292155921,417432.96,236219.76
6620,Saudi Arabia,471116769,19209.92,6690.16
6621,Rwanda,769567668,120506.19,91159.11
6622,Germany,354744946,675490.48,510987.12
6623,Turkey,264197432,5162.32,1797.86
6624,Uganda,255786454,205059.61,155121.09
6625,Maldives,157685840,90615.33,40070.94
6626,Malta,318381917,819259.38,492624.54
6627,Tuvalu,256673514,497951.72,376684.68
6628,Republic of the Congo,911671960,749700.51,495007.89
6629,Australia,592801082,105859.56,46812.08
6630,Namibia,829797208,2155394.06,710815.97
6631,Kazakhstan,522709167,56787.02,18727.49
6632,Laos,891898286,502542.82,78821.6
6633,Lesotho,528038394,2607533.5,408980.0
6634,Solomon Islands,342115819,775451.04,538372.64
6635,Mozambique,415429389,959311.19,633408.41
6636,Hungary,449590432,968251.95,151866.0
6637,Maldives,216522777,250603.08,173986.28
6638,Austria,908462750,21943.32,7642.11
6639,Cote d'Ivoire,187959182,5519.36,11309.76
6640,India,737873399,181041.63,125691.83
6641,Lebanon,811379230,1458760.0,228800.0
6642,Afghanistan,981963002,1286991.01,201858.8
6643,Egypt,993423545,177694.72,364115.52
6644,Norway,209872186,1237124.34,816841.26
6645,Barbados,765732753,725262.23,548637.87
6646,Samoa ,815741574,1792086.66,281080.8
6647,Antigua and Barbuda ,384947478,23306.56,8116.88
6648,Indonesia,918711793,42142.8,14676.9
6649,Belize,332708346,2440014.08,586810.0
6650,Iran,662923467,18268.8,6362.4
6651,Armenia,415655982,39498.99,17466.82
6652,Lebanon,417517220,144113.76,81552.06
6653,Jamaica,665431010,265102.26,117230.68
6654,Algeria,776633679,531663.27,351043.53
6655,Guinea,438674056,71718.24,35328.96
6656,Finland,759413468,723271.36,547131.84
6657,Vietnam,217025744,50705.05,24977.7
6658,Croatia,509997212,760447.59,527956.19
6659,Luxembourg,707126700,1224993.71,192134.8
6660,South Africa,397525537,38025.4,13242.95
6661,United Kingdom,140617549,40349.04,17842.72
6662,Laos,116139066,818013.35,618801.15
6663,Nicaragua,574138915,528051.06,233509.08
6664,Kuwait,484978425,269069.16,118984.88
6665,Bahrain,689331424,263137.28,539196.48
6666,Mauritania,748184239,1166278.62,182925.6
6667,Mauritania,292835700,37686.32,13124.86
6668,Democratic Republic of the Congo,374897134,63996.16,22287.68
6669,Slovakia,316292369,243568.64,499098.24
6670,Palau,859257733,73530.27,36221.58
6671,Iceland,116342055,687341.76,388957.56
6672,Sao Tome and Principe,320406663,1570719.83,246360.4
6673,Tanzania,174625384,157230.08,322181.28
6674,East Timor,702484548,3516705.67,551579.6
6675,Cote d'Ivoire,297782981,535871.52,236967.36
6676,Tuvalu,574632012,1909881.53,299556.4
6677,Liberia,517455470,865172.34,520232.22
6678,Philippines,530989682,183074.38,28714.4
6679,Yemen,190283477,451319.88,199577.84
6680,United States of America,490698182,2680836.19,420477.2
6681,Cuba,697907626,296384.1,131063.8
6682,Tanzania,597898137,23422.0,17718.0
6683,Lithuania,946968543,2077673.7,1371834.3
6684,Fiji,321730172,213678.08,437849.28
6685,Botswana,969106853,289543.32,142631.28
6686,Republic of the Congo,256334912,1477723.88,231774.4
6687,United States of America,120963180,1658610.12,260145.6
6688,United States of America,320852982,3350294.72,805727.5
6689,Romania,684178149,277902.03,210224.07
6690,Samoa ,659425008,1174765.98,706392.34
6691,Singapore,665392386,116408.32,238533.12
6692,Madagascar,741191613,140636.16,288178.56
6693,Ireland,996246516,30734.34,21337.94
6694,Malaysia,260293424,195793.92,401202.72
6695,Russia,133381164,64390.6,22425.05
6696,Nepal,935871064,123981.0,61074.0
6697,Mauritania,358436954,264333.85,130212.9
6698,Luxembourg,212065160,581564.16,349697.28
6699,Laos,578054511,55567.6,19352.3
6700,Niger,258016335,11224.24,3909.02
